,1,2,
601,i'll go with firstname lastname,82,
607,firstname was the last to come around on firstname lets go with him,82,
644,go after firstname or firstname,82,
667,i'm thinking firstname,82,
681,hmmm what about firstname,82,
756,how about firstname?,82,
802,firstname then,82,
821,i agree with firstname,82,
835,still going with firstname....nothing but crickets from him/her,82,
836,i'm leaning toward firstname as well,82,
849,"maybe firstname then, idk",82,
894,firstname talked second so has to be him,82,
1031,"i'd go with firstname lastname, he has too many names.",82,
1035,"i'll say firstname lastname jr., or me.",82,
1112,still leaning towards firstname,82,
1207,"so, firstname is the other, right?",82,
1229,i'm going with firstname sorry :-[,82,
1239,so firstname for sure?,82,
1257,go with firstname then,82,
1317,firstname could you restate your question.,82,
1351,"okay, i'll go with firstname",82,
1352,anyone have any other suggestions it's currently between firstname and firstname,82,
1430,i think firstname is sketchy,82,
1440,"let's go with firstname, then during the day let's go with firstname",82,
1499,or firstname for that matter,82,
1516,probably firstname then.,82,
1532,firstname then firstname,82,
1537,firstname lastname sounds like a good choice,82,
1564,think what firstname?,82,
1685,i say firstname,82,
1689,firstname vs firstname,82,
1717,i agree. firstname is,82,
1888,then who besides firstname?,82,
1940,what about firstname?,82,
1993,yes i say firstname lastname,82,
2015,i say firstname,82,
2017,i say firstname,82,
2020,firstname are you sure about firstname or firstname?,82,
2025,ok i think firstname lastname,82,
2034,then firstname.,82,
2073,"lastname or firstname, maybe?",82,
2122,going with firstname again,82,
87,she isn't talking sounds like a mob goon to me,83,
101,why'd the mob whack the person everyone was voting for they should've left him alive to distract from them,83,
112,hmmm again the mob did a no kill,83,
138,so far we haven't found any mob goons,83,
764,the instructions made it sound pretty equal,83,
998,sounds like a mobish name,83,
1034,sounds mobbed up,83,
1132,i'll make my own mob out of these bystanders,83,
1158,sounds like something a mob boss would say. ,83,
1214,too quiet.,83,
1511,mobster for sure,83,
1547,reminds me of it.  we all float down here,83,
1585,who is the mob person ?,83,
1601,i'm not sure what to do now i have no idea who is left in the mob and i don't want to eliminate a bystander by mistake lol,83,
1818,a hoarse horse,83,
1839,pitch forks! get that silent but deadly outta here!,83,
1856,pitch forks a ready!,83,
2183,the neighborhoods thinning out too quickly.,83,
172,damn those instant votes,84,
397,how do we vote?,84,
575,why we voting so fast?,84,
584,who hasn't been voting during the day then?,84,
587,but they can vote twice so ignore me,84,
694,because you tried to get people to vote right away,84,
816,i think that the best approach is to wait until the very end to vote,84,
873,"so, are we all voting randomly?",84,
927,i mean probably vote with 30 seconds left at least.,84,
1069,"most votes, if tie then its random between the two",84,
1087,do the votes have to be unanimous or just 'most votes wins',84,
1212,your votes keep winning.,84,
1245,or the person didn't know how to vote,84,
1279,4 votes? people afk?,84,
1361,i just loaded in and had a vote already somehow?,84,
1660,it shows what people are voting for.,84,
1967,"i mean, obviously don't vote for each other, lol",84,
1976,how we voting?,84,
2039,vote in the dropdown menu,84,
733,sigh,85,
747,sigh,85,
781,sigh,85,
1049,*sigh*,85,
1051,dammit,85,
1312,ya this is the worst,85,
2179,so be it . . .,85,
2180,sucks to your asmar,85,
420,i do not fear death only life,86,
486,see the list below for living ,86,
541,this experiment is ridiculous,86,
572,its a hard life being the only man,86,
602,like the movie get it?,86,
724,if nothing else it's amusing,86,
1015,reverse psychology?,86,
1238,this is like survivor,86,
1544,kind of natural at this point,86,
1634,maybe it will be an open-ending like the sopranos?,86,
1806,like death,86,
1823,pays the bills,86,
1831,like a fart?,86,
1909,or reverse psychology,86,
2127,interesting turn of events,86,
2178,unless they killed him to make us confused,86,
778,totally guilty,87,
891,not different at all by the looks of things,87,
908,totally different,87,
2156,odd,87,
54,do we start with donna tomorrow? and try to get a trend going?,88,
542,im going to tell the daytime people the first person on my list,88,
551,nope not me,88,
628,"not me, how about lastname",88,
864,could be you alexandra ,88,
1047,no but i argued a lot against firstname figured theyd off me in the night tbh,88,
1187,"firstname was rotten all along. what about you, firstname? have you been active at night lately?",88,
1200,its not me,88,
1338,"not me, how about firstname",88,
1380,sad days for miss firstname,88,
1452,nope nope nope..it isn't me.. i promise.,88,
1474,not me!!,88,
1562,i got interupted before i got to answer the ballons questions.  99 of them firstname. 99 red balloons.,88,
1576,"firstname, have you seen any red balloons? :)",88,
1862,"with a name like this, i'm probably a coffee/cocaine tycoon. ",88,
1863,"jesus firstname, what is wrong with you. did they not pay you enough?",88,
176,i hate the scrolling,89,
193,"pick one,  i can barely read the text",89,
626,that's cuz you're comfortable with the user interface already.,89,
968,keep scrolling ;],89,
981,"nice, the page gets longer as more people type",89,
1032,i don't even want to type them all.,89,
1208,too much scrolling in this =/,89,
1242,"hey, i still have all these nooses. gotta use them up.",89,
521,eliminate the first in list?,90,
525,eliminate the first in list?,90,
532,i believe we all have differently ordered lists,90,
1704,"he was the first one to make a suggestion, and he's at the top of the list",90,
2013,he was first on the list,90,
677,hope there's bonuses all around,91,
1304,39 minutes and no bonus...might be underpaid? lol,91,
1311,this game obviously needs a bonus that's what i think,91,
1881,whats the prize if we win?,91,
1882,don't think there is a prize,91,
1916,there's a bonus prize guys come on now,91,
43,noooooo,92,
303,no,92,
307,no,92,
327,no,92,
471,not yet.,92,
492,no,92,
617,12,92,
618,12,92,
743,16,92,
811,barely ,92,
1353,no,92,
1652,no,92,
1667,no,92,
1896,well no.,92,
1974,o no dr,92,
2008,no prop,92,
2107,i mean no,92,
242,firstname is a sweetheart,93,
244,oh no firstname lol,93,
265,i see you firstname,93,
279,good night firstname,93,
350,gonna miss u firstname ,93,
386,firstname sounds good since shes mia lol,93,
485,firstname i am on your side.,93,
497,ok firstname it is,93,
503,ok firstname it is,93,
513,yo peace firstname,93,
539,ok i have firstname lastname first on my list,93,
550,ditto firstname. feels good!,93,
586,we'll see if i can keep firstname on my side,93,
604,firstname ya done,93,
647,i like firstname,93,
650,i sa firstname,93,
669,i am also firstname,93,
692,firstname is a nice name!,93,
716,do you have anything to say for yourself firstname,93,
777,anything to say for yourself firstname,93,
880,i might go firstname lopex,93,
882,oh-ok - i can go firstname,93,
946,firstname is my best friend,93,
964,i second firstname,93,
986,firstname works for me,93,
994,of course you do firstname hahah,93,
996,whoa! i can't help what my name is,93,
1016,uhh firstname are you okay haha,93,
1017,im going firstname,93,
1018,do you want to harm yourself firstname?,93,
1052,i'm voitng firstname bc idk what to do,93,
1105,ok firstname it is,93,
1255,"firstname, you should be able to",93,
1260,"okay firstname, after you this time",93,
1262,"yes firstname, firstname",93,
1275,i dream of firstname?,93,
1318,firstname  is here,93,
1334,firstname you are bullying me,93,
1426,"ok, firstname next then",93,
1483,see you later firstname,93,
1484,im with you firstname is outta there,93,
1525,see you later firstname,93,
1549,firstname can i trust you?,93,
1573,"firstname works for me, lol",93,
1723,i have my eye on firstname lastname,93,
1786,me and firstname ,93,
1861,i'm firstname effing lastname.,93,
1990,ok obviously firstname lastname md,93,
1995,ok obviously firstname firstname md,93,
2045,firstname sounds good,93,
2082,firstname is sketchy as the day is long,93,
2164,i've loved firstname since highschool.,93,
2171,wanna do firstname?,93,
51,who should we eliminate tonight? ,94,
231,who should we eliminate,94,
235,"hello, who should we eliminate?",94,
254,fine thanks. who should we eliminate?,94,
271,morning! who do you think we should eliminate today?,94,
360,who are we going to eliminate next round? not this one. let's think in advance,94,
660,who should we get?,94,
797,who should we eliminate?,94,
831,"ok, who do we have left?",94,
921,who should we get rid of?,94,
1005,who should we get rid of?,94,
1263,"hi, who do we want to take out?",94,
1339,who should we get rid of?,94,
1405,"good, who should we eliminate?",94,
1420,who do we pick now?,94,
1439,who do we choose now>,94,
475,firstname firstname is a snitch.,95,
477,firstname firstname is a snitch.,95,
937,snitches get stitches.,95,
1448,just don't captcha me dude.,95,
1834,"evil, saucy minx, you.",95,
2157,firstname was a bystander who probably snitched. snitches get stitches. :`(,95,
128,1 or more,96,
133,there's at least 1,96,
183,"any of you'se want a big screen tv, i got a bunch of 'em, 80% off!",96,
684,how many of us are there?,96,
686,just 2 i think,96,
701,i can't believe how many of them there are!,96,
763,do we know how many total there are?,96,
765,there are as many as there ever were,96,
774,it said at least one i think,96,
90,who was deleted in the day part?,97,
129,that would be a lonely night if there was only 1,97,
150,whodunnit,97,
304,he misttyped in the box at the start of day ,97,
381,who got 3eliminated?,97,
396,where is everybody getting this info?,97,
473,everyone's real. hard to tell who is together. hmmm,97,
1199,who is it,97,
1241,i'm not sure who else lastname be involved since nothing happened at night,97,
1243,there wasn't a majority at night,97,
1510,yesterday firstname wanted her gone and then she disappeared at night,97,
1599, well we made it threw the night lol,97,
1900,i wish there was more back story lol,97,
1977,whodunit,97,
1983,"so, who did it, fess up",97,
2128,who did it,97,
2181,apparently ditches in patricks lastname...,97,
2206,shand piled on with deb.  guilt by association!!!,97,
30,and firstname i think,98,
97,firstname are you related to jet,98,
102,i wonder if firstname lastname is related to firstname lastname the astronaut? ,98,
177,firstname is history,98,
205,firstname was suicidial,98,
294,"firstname did ""yesterday""",98,
369,it's a lastname early to tell.,98,
423,"mr. firstname lastname what does it say to the left of ""your player's name is:""?",98,
430,so let's see...looking at the previous conversation it looks like firstname and firstname might be allies but i'm not sure,98,
501,firstname seems to know who is who,98,
510,aye my dawgs it's definitely firstname,98,
565,i believe firstname,98,
666,i believe firstname lastname,98,
668,i think firstname,98,
726,i wonder if there is a trick to this.  like if the names mean anything,98,
744,whoever firstname was he is gone. lol,98,
801,looks like firstname is it then,98,
813,hmm anyone heard from firstname?,98,
856,were is firstname?,98,
914,i think its firstname,98,
915,thats who firstname though it was?,98,
1116,"it might be firstname lastname... killing off firstname who accused him ""yesterday""",98,
1201,i knew it firstname!,98,
1344,i am guessing firstname.,98,
1487,firstname is history,98,
1554,firstname maybe?,98,
1556,firstname it is,98,
1557,i think so firstname.,98,
1593,i'm thinking firstname is and is just trying to get me out to save themselves,98,
1602,whats up firstname,98,
1664,i guess firstname was right 😂 ,98,
1753,whos firstname?,98,
1757,firstname lastname is gonan sleep with the fishes,98,
1840,"is it, firstname?",98,
1858,is there a firstname in the house?!,98,
2087,firstname it is,98,
2148,firstname is a russian spy,98,
2154,not sure what firstname did,98,
2162,what did firstname do?,98,
143,for having an opinion?  sure,99,
151,is that english?,99,
431,i'm just trying to think strategically. they seemed like they agreed on things,99,
581,hello any researching reading my thoughts,99,
621,exactly what i was thinking,99,
661,yes i was thinking the same,99,
812,how so?,99,
870,that would be a mistake...,99,
1010,so what are we thinking,99,
1040,i think so.,99,
1128,are you sure?,99,
1171,you got any inclination?,99,
1310,this is mturk so yes,99,
1330,it seems like the current consensus. ,99,
1580,makes you think,99,
1672,trying to think what we can go off,99,
1724,how is that funny?,99,
1805,is it?,99,
1927,that is you right?,99,
1945,what you think?,99,
